hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64,)",88,0.2830565039276692,5.775761682480774e-06,0.07015302555641283,0.8373189595399401,75,183,-1.0
"(64,)",100,0.33931793739290755,6.569785764475259e-06,0.07937738587455426,0.8696911061252978,76,692,0.610238510762071
"(64,)",100,0.08396990139806873,5.641986075117791e-06,0.02416829080131948,0.9966100982368874,90,439,0.5654450261780105
"(64,)",110,0.11514246387931493,7.63852193901867e-06,0.0044968393176347205,0.999,90,329,0.5648632926119838
"(64, 32)",66,0.07686644616075664,9.343879623288352e-07,0.07729560557839024,0.5256451478077807,80,700,0.4264107038976149
"(64, 32)",120,0.016784438905744683,2.1968238025687102e-06,0.031225748372786303,0.7227902154491722,80,518,0.39325189063408955
"(64,)",82,0.08753801404581964,8.013454022357975e-06,0.04096385474665661,0.9855431520977538,81,177,0.5671902268760908
"(64,)",142,0.18981494932217105,8.487319238212644e-06,0.0495535397826226,0.9669573466871726,84,569,0.5683536940081443
"(64, 32)",106,0.10048958938057993,1e-07,0.0398232247592593,0.7601514733716661,84,150,0.23037664751871254
"(64,)",132,0.13017397286846238,4.7411089357226116e-06,0.07698271943494343,0.999,94,700,0.5561372891215823
"(64,)",64,0.4,7.515747159971994e-06,0.1,0.999,95,432,0.6375799883653287
"(64, 32)",79,0.13972822718447175,6.028557251159066e-06,0.038752379036736465,0.999,88,700,0.6608493310063991
"(64,)",69,0.27158568720866805,5.925737348865162e-06,0.05574118047238576,0.999,75,700,0.6224549156486329
"(64, 32)",112,0.1950440258839617,5.435971803193363e-06,0.061653373524635804,0.999,94,700,0.6759744037230947
"(64,)",71,0.29320524556499716,8.660122160291797e-06,0.05436004317184313,0.8253657155278938,92,150,-1.0
"(64, 32)",93,0.07659525410324486,5.2776393990823405e-06,0.1,0.8655577153471266,76,700,0.6905177428737638
"(64, 32)",70,0.0357005375238037,8.361428676572587e-06,0.1,0.999,93,396,-1.0
"(64, 32)",64,0.2750122593793818,2.9435827052643386e-06,0.00220295355823385,0.8719302787994765,89,700,0.6666666666666666
"(64, 32)",106,0.1849670048951305,1e-07,0.0992804365280091,0.8956248524237358,87,700,0.26677488941984767
