hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,f1_score
"(64,)",149,0.1037864689737652,0.0940026772602654,0.0005784675448555964,0.15704352501540755,0.4860724233983287
"(64,)",146,0.3884438552434112,0.08158396945065499,0.0003324313187944155,0.005145585861828076,0.4477958236658933
"(64,)",140,0.39898952780090996,0.09312626681140805,0.0004583129198153384,0.6430545187418795,0.454292343387471
"(64, 32)",106,0.33508075459389686,0.0669888662910365,0.00019691169218782347,0.7431555981033839,0.443770900547387
"(64, 32)",66,0.3622062928148662,0.08807105914496748,0.06280288508391751,0.9984343785066735,0.5089692429045036
"(64, 32)",80,0.011830665906241447,0.021003115715395877,0.09903079491428654,0.3365033424142461,0.3930686172065483
"(64,)",65,0.02553898348970925,0.047196366516546955,0.02854073726805229,0.97645772543055,0.4728538283062645
"(64, 32)",130,0.3907096700499884,0.050405547896924,0.0012971532825654134,0.5556063736439523,0.431157978511739
"(64,)",97,0.3864050235122456,0.02497188598850592,0.041449504454777644,0.12121088432510582,0.4403103859928372
"(64,)",65,0.001357856932329993,0.07725856529245624,0.09481020780125295,0.7692466288151873,0.3928944618599791
"(64,)",139,0.399218938029725,0.030562404342749424,0.09784020452729768,0.30675442966420646,0.4066527342389411
"(64,)",82,0.3890018162208737,0.0520069729533726,0.09995245339276364,0.993624851461925,0.49880620771985673
"(64,)",66,0.3970571651117842,0.09408718369761848,0.05023460750127534,0.6248772270183686,0.43155694879832807
"(64,)",71,0.360136616397789,0.09119691800064642,0.001491185906143787,0.48067849293003206,0.45336426914153133
"(64,)",142,0.39501595458510297,0.0670772613493716,0.09923900466780422,0.0400534121418097,0.4204618048148929
"(64, 32)",141,0.3325218551581932,0.09775040522788268,0.0778553699631292,0.9944845483922656,0.5175089534421011
"(64, 32)",90,0.39339714777350965,0.08291260282161673,0.00038476833232344617,0.17040806184267002,0.4285714285714286
"(64,)",142,0.3874321576649951,0.030848750327236864,0.008104968534245681,0.9970068287675142,0.5171693735498839
"(64,)",112,0.3486270572169759,0.02223587798054217,0.0013224479452591674,0.8203833812090248,0.4593967517401392
"(64, 32)",138,0.0020288511441988624,0.0954787992281839,0.0001961281959540057,0.4393510982486427,0.4372568444552365
"(64, 32)",122,0.004611025406226289,0.054729770872668615,0.0007963663508667044,0.81100302932363,0.4357341822522881
"(64, 32)",77,0.0061125932818875146,0.02693470837770162,0.0008397366923220024,0.05601006675761869,0.44707520891364905
"(64, 32)",71,0.36287379835935596,0.08366608779833262,0.09864372227432737,0.5214067692050263,0.36948803576391165
"(64, 32)",123,0.36809632033526274,0.028334568043000642,0.0025431838105667184,0.33796401840015317,0.431406356053364
"(64,)",68,0.0003130414137404448,0.09606696790515185,0.0037212535925289043,0.23325090359448075,0.46960556844547563
"(64, 32)",106,0.35928349699921486,0.06557837815996752,0.09969531679029667,0.998676139083327,0.5179380006966214
"(64,)",111,0.36806380019949686,0.056006070220202694,0.05660933144432074,0.996070761897677,0.4878631118185436
"(64, 32)",79,0.06323542118936658,0.0808810463650228,0.005658444898480843,0.9957881424998231,0.5120649651972158
"(64,)",96,0.3768147206243062,0.07376647189747892,0.00043848918562840324,0.9978699390314119,0.5151372491812874
"(64, 32)",104,0.0056730155197131996,0.08779175024599321,0.001955007607495556,0.9966627192717312,0.4844807003581377
"(64,)",148,0.04477856511032227,0.05846477827421395,0.09974833160045556,0.9981018662380445,0.5069637883008357
"(64,)",135,0.007638029941458815,0.025520498159087364,0.09798948091560993,0.012492940236018386,0.4387186629526462
"(64, 32)",65,0.005611596824045908,0.021536286047822328,0.09824549419395512,0.9862212071611786,0.49907192575406034
"(64, 32)",69,0.36735927351368936,0.04665709917963039,0.00922547026381093,0.9982176743461211,0.48186513506939144
"(64,)",68,0.008354926155407318,0.06606526737504811,0.005336100092179744,0.006644204560881433,0.4703016241299304
"(64, 32)",98,0.3666747895729927,0.03630902878661046,0.09703200349303558,0.0027746224516912413,0.3868561293880668
"(64,)",125,0.3663479213204024,0.08488398890111916,0.0017028146644345206,0.9196433679482213,0.45005968961400716
"(64,)",88,0.014176024985911709,0.09610047944710096,0.0007903081367507077,0.6800843436989911,0.4610208816705336
"(64,)",74,0.03774627305555517,0.09734771729973933,0.0002976704295148408,0.4124393461665259,0.4787107043374453
"(64, 32)",150,0.012477360619989768,0.03924920669416555,0.09889607026362934,0.9965839582905553,0.5093513728611222
"(64, 32)",79,0.0031507208689714357,0.06284500668825119,0.001970542338349101,0.6538859269331049,0.4548348587345802
"(64,)",84,0.3613685156546496,0.0440987453859899,0.00010821846711768572,0.9978390359179184,0.5210903302825309
"(64,)",91,0.02544159839453309,0.07531757544978698,0.0006264118217644173,0.9956981573116324,0.4326760337710295
"(64,)",135,0.01669996527554694,0.07882048178812508,0.0984724819203348,0.9915706679739186,0.4965197215777262
